"id","company_name","registration_number","category","state","original_website","aum","contact_email","contact_phone","business_summary","primary_focus","validated_urls","confidence_level","data_completeness"
895,"Shree Vikash Finvest (P) Ltd","TEMP-1771699466",NULL,NULL,"https://shree-vikash-finvest-private-limited.charteredone.com/U67110WB1991PTC050701",NULL,NULL,NULL,"SHREE VIKASH FINVEST PRIVATE LIMITED is a private limited company incorporated in India, involved in the administration of financial markets. It provides various services including registration and compliance with government regulations. The company has been active for 35 years.","MSME","{homepage:https://shree-vikash-finvest-private-limited.charteredone.com/U67110WB1991PTC050701}","medium","0.86"
896,"Shree Vishnupriya Finance & Leasing Pvt. Ltd.","TEMP-1771699468",NULL,NULL,"https://shreevishnufinance.com/",NULL,NULL,NULL,"Shree Vishnu Finance and Leasing Limited is a public company incorporated on July 22, 1996, providing financial services and products to individuals, businesses, and organizations. It offers various types of loans, investments, leasing, factoring, and microfinance services. The company aims to provide accessible, affordable, and innovative financial solutions to promote financial inclusion, economic growth, and social development.","Multi-Product","{team:https://shreevishnufinance.com/contact-us/,homepage:https://shreevishnufinance.com/,about:https://shreevishnufinance.com/about/,products:https://shreevishnufinance.com}","high","1.00"
897,"Shreekunj Securities (P) Ltd","TEMP-1771699470",NULL,NULL,"https://shreekunj-securities-pvt-ltd.charteredone.com/U65921WB1996PTC080492",NULL,NULL,NULL,"Shreekunj Securities Pvt Ltd is a private limited company involved in hire-purchase financing activities.","Not specified on website","{homepage:https://shreekunj-securities-pvt-ltd.charteredone.com/U65921WB1996PTC080492}","low","0.71"
898,"Shreem Finance And Investments Private Limited","TEMP-1771699472",NULL,NULL,"https://shreemcorporate.com/",NULL,NULL,NULL,"Shreem is a professionally managed company engaged in Management Consultancy, Debt Syndication, Private Equity, and Mergers & Acquisitions. It provides various loan products for business and personal purposes, including structured credit solutions for companies. The company assists clients in meeting their funding requirements.","MSME","{homepage:https://shreemcorporate.com/}","medium","0.86"
899,"Shreepati Capital And Finance Private Limited","TEMP-1771699474",NULL,NULL,"https://shreepatihcapital.com/",NULL,NULL,NULL,"Shreepatih Capital Advisory Services Pvt Ltd provides term loans, working capital, and venture debt financing options for businesses, including SMEs and NBFCs/MFIs. They offer specialized investment banking services and fund raising solutions.","MSME","{homepage:https://shreepatihcapital.com/}","low","0.86"
900,"Shriram Credit Company Limited","TEMP-1771699476",NULL,NULL,"https://www.shriramfortune.in/board-of-directors.aspx",NULL,NULL,NULL,"Shriram Fortune is an NBFC that offers various financial services including life insurance, general insurance, deposits, mutual funds, and credit products. The company has a strong presence in the Indian market with a rich professional experience of over 35 years. It serves as a platform for delivering prosperity to its customers.","MSME","{homepage:https://www.shriramfortune.in/board-of-directors.aspx}","medium","0.86"
901,"Shubh Surya Easyloans Private Limited","TEMP-1771699478",NULL,NULL,"https://www.shubhsurya.com/",NULL,NULL,NULL,"Shubh Surya Easyloans Private Limited is a Non Deposit taking NBFC registered under Companies Act 2013, providing easy and fast loans to individuals and small businesses.","MSME","{products:https://www.shubhsurya.com,about:https://www.shubhsurya.com/company,homepage:https://www.shubhsurya.com/,team:https://www.shubhsurya.com/contact}","high","1.00"
902,"Shubham Trading Pvt Ltd","TEMP-1771699480",NULL,NULL,"http://shubhampahujaassociates.com/NBFCTakeover.aspx",NULL,NULL,NULL,"An NBFC provides financial services to individuals and businesses, offering various products such as loans, investments, leasing, and insurance. It is regulated by RBI and offers benefits like cheaper loans, quick functioning, and trading in money market instruments.","MSME","{homepage:http://shubhampahujaassociates.com/NBFCTakeover.aspx}","high","1.00"
903,"Shyamkamal Investments Ltd.","TEMP-1771699482",NULL,NULL,"https://www.shyamkamal.com/",NULL,NULL,NULL,"Shyamkamal Investments Limited is a Reserve Bank of India (RBI) registered Non-Banking Financial Company (NBFC) providing various types of short-term and long-term financing, investment, and trading in securities.","MSME","{homepage:https://www.shyamkamal.com/}","high","1.00"
904,"Siemens Syntex (P) Ltd","TEMP-1771699483",NULL,NULL,"https://press.siemens.com/in/en/pressrelease/siemens-granted-non-banking-finance-license-india",NULL,NULL,NULL,"Siemens Financial Services Private Limited (SFSPL) is a non-banking finance company that offers asset financing products such as loans, leasing, and other finance products to Siemens customers in India's Industry, Energy, and Healthcare sectors.","MSME","{products:https://press.siemens.com/in/en/pressrelease/siemens-granted-non-banking-finance-license-india/in/en/siemens-india-press-release,about:https://press.siemens.com/in/en/pressrelease/siemens-granted-non-banking-finance-license-india/in/en,homepage:https://press.siemens.com/in/en/pressrelease/siemens-granted-non-banking-finance-license-india}","high","1.00"
905,"Silver Star Finance & Leasing Ltd","TEMP-1771699485",NULL,NULL,"https://www.starfinance.co.in/",NULL,NULL,NULL,"Star Finance is a loan company that offers various financial products for vehicle loans, including three-wheeler, pre-owned car, commercial vehicle, utility vehicle, and tractor loans. They have an extensive presence across Madhya Pradesh and aim to make loans accessible and available to all. Their mission is to deliver reliable news and opinions.","Vehicle","{homepage:https://www.starfinance.co.in/}","high","1.00"
906,"Sindhuja Microcredit Private Limited","TEMP-1771699488",NULL,NULL,"https://sindhujamicrocredit.com/",NULL,NULL,NULL,"Sindhuja Microcredit Pvt Ltd is a new generation microfinance company offering microcredit and insurance services to rural and semi-urban populations, aiming to provide financial inclusion to the financially excluded and MSME entrepreneurs.","MSME","{homepage:https://sindhujamicrocredit.com/}","high","1.00"
907,"Singhvi Finlease (India) Limited","TEMP-1771699490",NULL,NULL,"https://singhvifintech.in/",NULL,NULL,NULL,"Singhvi Fintech Pvt Ltd (SFPL) is a newly established Non-Banking Financial Company (NBFC) focused on providing innovative, accessible, and timely financial solutions to small and medium enterprises (SMEs) across India.","MSME","{homepage:https://singhvifintech.in/}","medium","1.00"
908,"Singularity Creditworld Private Limited","TEMP-1771699492",NULL,NULL,"https://singularitycredit.com/",NULL,NULL,NULL,"Singularity CreditWorld is an NBFC offering embedded credit backed by technology to businesses in the impact sector, aiming to create a digital credit landscape that positively impacts the lives of millions of Indians.","MSME","{team:https://singularitycredit.com/partners,about:https://singularitycredit.com/about-us,homepage:https://singularitycredit.com/}","medium","1.00"
909,"Sintara Fincap Private Limited","TEMP-1771699496",NULL,NULL,"https://www.sintarafincap.com/",NULL,NULL,NULL,"Sintara Fincap Pvt. Ltd. is an NBFC that provides tailored financial solutions to businesses and individuals, including MSME loans, supply chain finance, and personal loans.","MSME","{team:https://www.sintarafincap.com/sintara-fincap-contact,about:https://www.sintarafincap.com/sintara-fincap,products:https://www.sintarafincap.com/sintara-fincap-loans,homepage:https://www.sintarafincap.com/}","high","1.00"
910,"Sipani Hire Purchase And Finance Company Private Limited","TEMP-1771699498",NULL,NULL,"https://www.cavksipani.com/",NULL,NULL,NULL,"SIPANI & ASSOCIATES is a Chartered Accountant Firm providing Assurance, Taxation and Advisory services.","Not specified on website","{homepage:https://www.cavksipani.com/,products:https://www.cavksipani.com/resource/Services/Auditing_Assurance.aspx,about:https://www.cavksipani.com/resource/About/About_Us.aspx,team:https://www.cavksipani.com/resource/About/Partners.aspx}","medium","0.86"
911,"Siri Infinlease Pvt. Ltd.","TEMP-1771699501",NULL,NULL,"https://yakshinfinlease.com/",NULL,NULL,NULL,"Yaksh Infinlease PVT LTD is an NBFC providing instant financial solutions and facilitating digital lending for fintech startups, with a focus on emergency loans and Short Ticket Loan services.","MSME","{homepage:https://yakshinfinlease.com/}","high","1.00"
912,"Sirsa Deposits And Advances  Ltd","TEMP-1771699502",NULL,NULL,"https://www.sirsadepositsadvances.com/about.html",NULL,NULL,NULL,"SIRSA DEPOSITS & ADVANCES LTD is a Non-Banking Finance Company (NBFC) providing secured loans to small and mid-sized corporates, with a recent expansion into lending solutions for small and medium enterprises (SMEs). They offer customized loan solutions for SMEs through a series of secured and unsecured loans. The company focuses on addressing the financial goals of SMEs through their unique approach to financial lending.","MSME","{homepage:https://www.sirsadepositsadvances.com/about.html}","high","1.00"
913,"Sita Enterprises Ltd.","TEMP-1771699504",NULL,NULL,"https://www.sitaenterprises.com/",NULL,NULL,NULL,"Sita Enterprises Limited is a Non-Banking Financial Company (NBFC) registered in India, engaged in investments and financing through loans and trade receivables.","MSME","{homepage:https://www.sitaenterprises.com/}","medium","1.00"
914,"Siyat Holdings Private Limited","TEMP-1771699506",NULL,NULL,"https://www.siyatholdings.com/",NULL,NULL,NULL,"Siyat Holdings Private Ltd is a non-banking financial company that offers various loan products.","Not specified on website","{homepage:https://www.siyatholdings.com/}","high","0.86"
915,"Ska Consultancy Services (P) Ltd","TEMP-1771699508",NULL,NULL,"https://ska-consultancy-services-pvt-ltd.charteredone.com/U74140WB1988PTC043740",NULL,NULL,NULL,"SKA CONSULTANCY SERVICES PVT LTD provides business setup and compliances services, including event-based compliances, director KYC, auditor's appointment, and more.","Not specified on website","{homepage:https://ska-consultancy-services-pvt-ltd.charteredone.com/U74140WB1988PTC043740}","low","0.71"
916,"Smeintellect Growth Capital Private Limited","TEMP-1771699510",NULL,NULL,"https://smeintellect.in/",NULL,NULL,NULL,"SMEIntellect provides financing solutions to small and medium enterprises (MSMEs) across India, focusing on the informal sector and lower-income groups. The company offers various loan products for MSMEs, including capex loans and equipment financing. Their approach is brick-and-mortar, with a focus on technology and analytics.","MSME","{homepage:https://smeintellect.in/,about:https://smeintellect.in/about-us,products:https://smeintellect.in/loan/secured-and-unsecured-loans-for-small-business-entrepreneurs/,team:https://smeintellect.in/management/}","high","1.00"
917,"Sojatia Auto Finance Pvt. Ltd.","TEMP-1771699512",NULL,NULL,"https://sojatia-farms-private-limited.charteredone.com/U15490MP2016PTC040795",NULL,NULL,NULL,"SOJATIA FARMS PRIVATE LIMITED is a private limited company incorporated in Madhya Pradesh, India, involved in various business setups and compliances.","Not specified on website","{homepage:https://sojatia-farms-private-limited.charteredone.com/U15490MP2016PTC040795}","medium","0.86"
918,"Solomon Capital Private Limited","TEMP-1771699514",NULL,NULL,"https://solomonfintech.com/privacy-policy.html",NULL,NULL,NULL,"Solomon Capital Private Limited is an NBFC registered with the Reserve Bank of India, offering digital lending and non-lending services. It collects user personal information for loan facilitation and underwriting, as well as social account information from Google accounts. The company holds a valid Certificate of Registration.","MSME","{homepage:https://solomonfintech.com/privacy-policy.html}","medium","1.00"
